

Devices
1000
,,Imported Generic Analog #2 - Electric Potential,Imported AMTI 400600 V1.00 #1 - Force,,,Imported AMTI 400600 V1.00 #1 - Moment,,,Imported AMTI 400600 V1.00 #1 - CoP,,,Imported AMTI 400600 V1.00 #2 - Force,,,Imported AMTI 400600 V1.00 #2 - Moment,,,Imported AMTI 400600 V1.00 #2 - CoP,,,Combined Force,,,Combined Moment,,,Combined CoP,,,
Frame,Sub Frame,1,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
1,0,0,0,0,0,0,0,0,-200,600,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,-200,600,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,-200,600,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0,0,0,0,0,-200,600,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,0,0,0
1,4,0,0,0,0,0,0,0,-200,600,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,0,0,0
1,5,0,0,0,0,0,0,0,-200,600,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,0,0,0
1,6,0,0,0,0,0,0,0,-200,600,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,0,0,0
1,7,0,0,0,0,0,0,0,-200,600,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,0,0,0
1,8,0,0,0,0,0,0,0,-200,600,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,0,0,0
1,9,0,0,0,0,0,0,0,-200,600,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,0,0,0

Joints
100
,,11_12_20_nathaniel:L_Femur_L_Tibia,11_12_20_nathaniel:L_Foot_L_Toe,11_12_20_nathaniel:L_Tibia_L_Foot,,,11_12_20_nathaniel:R_Femur_R_Tibia,11_12_20_nathaniel:R_Foot_R_Toe,11_12_20_nathaniel:R_Tibia_R_Foot,,,11_12_20_nathaniel:Root_L_Femur,,,11_12_20_nathaniel:Root_Lcrutch,,,11_12_20_nathaniel:Root_R_Femur,,,11_12_20_nathaniel:Root_Rcrutch,,,11_12_20_nathaniel:World_Root,,,,,,11_12_20_nathaniel:World_back,,,,,,
Frame,Sub Frame,R,,RX,RY,RZ,R,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
